isolate	year
4073|OXC5192	2010
4074|OXC5193	2010
4075|OXC5195	2010
4076|OXC5198	2010
4077|OXC5199	2010
4078|OXC5200	2010
4079|OXC5203	2010
4080|OXC5205	2010
4081|OXC5206	2010
4082|OXC5207	2010
4083|OXC5208	2010
4084|OXC5209	2010
4086|OXC5213	2010
4087|OXC5214	2010
4088|OXC5215	2010
4089|OXC5218	2010
4090|OXC5219	2010
4091|OXC5220	2010
4092|OXC5221	2010
4093|OXC5223	2010
4094|OXC5224	2010
4095|OXC5225	2010
4097|OXC5227	2010
4098|OXC5228	2010
4099|OXC5229	2010
4100|OXC5230	2010
4101|OXC5231	2010
4102|OXC5235	2010
4103|OXC5236	2010
4105|OXC5238	2010
4106|OXC5239	2010
4107|OXC5242	2010
4108|OXC5243	2010
4109|OXC5244	2010
4111|OXC5247	2010
4112|OXC5248	2010
4113|OXC5251	2010
4114|OXC5255	2010
4116|OXC5259	2010
4117|OXC5260	2010
4118|OXC5261	2010
4119|OXC5262	2010
4120|OXC5263	2010
4121|OXC5279	2010
4122|OXC5282	2010
4123|OXC5285	2010
4125|OXC5288	2010
4126|OXC5298	2010
4127|OXC5299	2010
4129|OXC5303	2010
4130|OXC5315	2010
4131|OXC5317	2010
4132|OXC5318	2010
4133|OXC5321	2010
4134|OXC5323	2010
4135|OXC5624	2010
4137|OXC5070	2010
4138|OXC5212	2010
4139|OXC5304	2010
4140|OXC5312	2010
4141|OXC5314	2010
4142|OXC5316	2010
4143|OXC5319	2010
4144|OXC5311	2010
4713|AC0264	2008
4714|AC0281	2008
4715|AC0302	2008
4716|AC0400	2008
4717|AC0465	2008
4718|AC0473	2008
4719|AC0559	2008
4720|AC0568	2008
4721|AC0691	2008
4723|AC0791	2008
4725|AC0994	2008
4726|AC1136	2008
4727|AC1151	2008
4728|AC1363	2008
4730|AC1476	2008
4731|AC2327	2008
4732|AC2811	2008
4733|AC2823	2008
4734|AC3107	2008
4735|AC3201	2008
4736|AC3497	2008
4737|AC3940	2008
4738|AC4322	2008
4739|AC4401	2008
4742|C0113	2009
4744|C0185	2009
4745|C0191	2009
4746|C0230	2009
4747|C0274	2009
4748|C0276	2009
4749|C0303	2009
4750|C0402	2009
4751|C0519	2009
4752|C0531	2009
4753|C0743	2009
4754|C0757	2009
4755|C0784	2009
4756|C0848	2009
4757|C1055	2009
4758|C1061	2009
4759|C1141	2009
4760|C1251	2009
4761|C1267	2009
4763|C1516	2009
4764|C1656	2009
4765|C1658	2009
4767|C1863	2009
4768|C1871	2009
4769|C2094	2009
4771|C2228	2009
4772|C2234	2009
4773|C2240	2009
4774|C2244	2009
4775|C2257	2009
4776|C97anses640	2008
4777|CB0004	2013
4778|CB0011	2013
4779|CB0012	2013
4780|CB0013	2013
4781|CB0023	2013
4782|CB0030	2013
4783|CB0031	2013
4784|CB0061	2013
4785|CB0072	2013
4786|CB0084	2013
4787|CB0089	2013
4788|CB0091	2013
4789|CB0096	2013
4790|CTA007	2014
4791|CTA011	2014
4795|CTA035	2015
4797|CTA043	2015
4798|CTA057	2015
4800|CTA082	2015
4801|CTA093	2015
4802|CTA110	2015
4803|CTA179	2015
4804|CTA186	2015
4805|CTA201	2015
4806|CTA215	2015
4808|CTA242	2015
4809|CTA244	2015
4811|CTA277	2015
4816|CTA321	2015
4825|CTA526	2015
4828|CTA595	2015
4829|CTA628	2015
4830|CTA666	2015
4832|CTA693	2015
4833|CTA702	2015
4834|CTA710	2015
4838|CTA780	2015
4845|ECR105.1	2008
4846|ECR150.1	2008
4847|H0026	2009
4848|H0035	2009
4849|H0044	2009
4850|H0058	2009
4851|H0065	2009
4852|H0070	2009
4853|H0079	2009
4854|H0094	2009
4855|H0097	2009
4856|H0148	2009
4857|H0149	2009
4858|H0198	2009
4859|H0232	2009
4860|H0234	2009
4862|H0271	2009
4863|H0296	2009
4864|H0357	2009
4865|H0436	2009
4866|H0450	2009
4867|H0465	2009
4868|H0483	2009
4869|H0544	2009
4871|H0604	2009
4872|H0624	2009
4873|H0642	2009
4874|H0677	2009
4875|H0679	2009
4876|H0701	2009
4877|H0702	2009
4878|H0711	2009
4879|H0712	2009
4880|H0783	2009
4881|H0864	2009
4882|H0998	2009
4883|H1003	2009
4884|H1460	2009
4886|H2696	2009
4890|IFR0152	2013
4894|IFR0198	2013
4900|IFR0340	2013
4904|IFR0455	2013
4906|IFR0458	2013
4907|IFR0459	2013
4914|IFR0830	2014
4919|IFR0870	2014
4920|IFR0873	2014
4921|IFR0949	2014
4923|IFR1011	2014
4924|IFR1020	2014
4925|IFR1108	2014
4927|IFR1162	2014
4928|IFR1166	2014
4929|IFR1223	2014
4931|IFR1237	2014
4938|SS_2715	2015
4939|SS_2716	2015
4942|SS_2719	2015
4943|SS_2720	2015
4953|SS_2730	2015
4956|SS_2733	2015
4958|SS_2735	2015
4959|SS_2736	2015
4961|SS_2738	2015
4962|SS_2739	2015
4966|SS_2743	2015
4969|SS_2746	2015
4972|SS_2749	2015
4973|SS_2750	2015
4974|SS_2751	2015
4975|SS_2752	2015
4976|SS_2753	2015
4977|SS_2754	2015
4979|SS_2756	2015
4980|SS_2757	2015
4981|SS_2758	2015
4982|SS_2759	2015
4983|SS_2760	2015
4985|SS_2762	2015
4987|SS_2764	2015
4992|SS_2769	2015
5000|SS_2777	2015
5006|SS_2784	2015
5038|CjRM3147	2001
5077|D.43	2013
5090|D.58	2013
5139|HCC4	2010
5141|HCC7	2011
5142|HCC8	2011
5144|HCC10	2011
5147|HCC16	2011
5148|HCC17	2011
5149|HCC18	2011
5150|HCC19	2011
5151|HCC20	2011
5161|HCC31	2011
5163|HCC33	2011
5165|HCC35	2011
5166|HCC36	2011
5173|HCC45	2011
5175|HCC47	2011
5178|HCC50	2011
5186|HCC60	2012
5187|HCC61	2012
5188|HCC62	2012
5190|HCC64	2012
5195|HCC69	2012
5197|HCC71	2012
5198|HCC72	2012
5199|HCC73	2012
5200|HCC74	2012
5208|HCC87	2012
5209|HCC88	2012
5210|HCC89	2012
5211|HCC90	2012
5212|HCC91	2012
5213|HCC92	2012
5219|HSA3	2010
5222|HSA6	2010
5224|HSA8	2010
5225|HSA9	2010
5226|HSA10	2010
5229|HSA13	2010
5230|HSA14	2010
5233|HSA17	2010
5234|HSA18	2010
5237|HSA21	2010
5238|HSA22	2010
5243|HSA27	2010
5249|HSA33	2010
5255|HSA40	2010
5270|AV.07	2010
5274|AV.11	2010
5279|AV.16	2010
5284|AV.21	2010
5295|BO.04	2010
5296|BO.05	2010
5300|BO.09	2010
5303|BO.12	2010
5305|BO.14	2010
5306|BO.15	2010
5307|BO.16	2010
5308|BO.17	2010
5309|BO.18	2010
5311|BO.20	2010
5312|BO.21	2010
5313|BO.22	2011
5317|BO.26	2011
5324|BO.33	2011
5325|BO.34	2011
5327|BO.36	2011
5444|140-16	2012
5445|327	2011
5446|1213	2012
5448|1798	2012
5449|1854	2012
5450|1893	2012
5451|1928	2003
5453|2868	2011
5454|2871	2011
5459|12502	2011
5464|60004	2012
5465|86605	2012
5466|87330	2012
5468|ATCC 33560	1970
5469|C1-5523	2010
5470|C2-5524	2010
5471|C10-448	2010
5472|C12-5524	2010
5483|CZHH01	2010
5485|CZHJ01	2010
5486|CZHK01	2010
5487|CZHL01	2010
5488|CZHM01	2010
5489|CZHN01	2010
5490|CZHO01	2010
5491|CZHP01	2010
5492|CZHQ01	2010
5493|CZHR01	2010
5496|CZHU01	2010
5499|CZHX01	2010
5500|CZHY01	2010
5501|CZHZ01	2010
5502|CZIA01	2010
5503|CZIB01	2010
5504|CZIC01	2010
5505|CZID01	2010
5506|CZIE01	2010
5507|CZIF01	2010
5508|CZIG01	2010
5509|CZIH01	2010
5510|CZII01	2010
5512|CZIK01	2010
5513|CZIL01	2010
5516|CZIO01	2010
5517|CZIP01	2010
5518|CZIQ01	2010
5519|CZIR01	2010
5520|CZIS01	2010
5521|CZIT01	2010
5522|CZIU01	2010
5523|CZIV01	2010
5524|CZIW01	2010
5531|CZJD01	2010
5533|CZJF01	2010
5534|CZJG01	2010
5535|CZJH01	2010
5536|CZJI01	2010
5538|CZJM01	2010
5541|DFVF1099	2011
5542|FBFY01	2013
5543|FBHK01	2013
5544|FBHX01	2013
5545|FBIA01	2013
5546|FBIF01	2013
5549|FBJN01	2013
5550|FBML01	2013
5552|LMG_9872	2012
5554|LMG_23211	2012
5556|LMG_23218	2010
5557|LMG_23223	2012
5560|MTVDSCj07	2013
5561|MTVDSCj13	2013
5562|MTVDSCj16	2013
5563|MTVDSCj20	2013
5564|OD267	2009
5565|P3-2209	2010
5566|P5-2209	2010
5568|P10-2209	2010
5569|P110B	2005
5573|RC009	2011
5576|RC168	2011
5583|RC270	2011
5587|RC429	2011
5588|RC507	2011
5590|RC517	2011
5591|RC526	2011
5592|RM1285	1997
5593|S3_	2010
5595|WP2202	2009
5596|YH001	2014
5723|78-102	1978
5725|79-10	1979
5726|79-115	1979
5727|79-124	1979
5728|79-134	1979
5729|79-143	1979
5730|79-146	1979
5731|79-15	1979
5732|79-185	1979
5734|79-225	1979
5735|79-23	1979
5736|79-232	1979
5738|79-248	1979
5739|79-25	1979
5740|79-3	1979
5741|79-310	1979
5742|79-313	1979
5743|79-315	1979
5744|79-33	1979
5745|79-34	1979
5746|79-35	1979
5748|79-369	1979
5750|79-377	1979
5754|79-396	1979
5758|79-418	1979
5759|79-425	1979
5761|79-457	1979
5762|79-461	1979
5763|79-466	1979
5764|79-470	1979
5765|79-471	1979
5766|79-472	1979
5768|79-474	1979
5769|79-475	1979
5770|79-477	1979
5771|79-48	1979
5772|79-480	1979
5773|79-491	1979
5775|79-7	1979
5776|79-9	1979
5790|82-203	1982
5814|A4-G	2016
5815|B8-LE	2016
5816|B4-G	2016
5818|A9-LE	2016
5819|PEN-1-DRY-D	2016
5820|B6-G	2016
5821|PEN-1-WET-D	2016
5822|A8-G	2016
5823|A7-LE	2016
5824|A6-G	2016
5825|A5-LE	2016
5826|A6-LE	2016
5828|B1-LE	2016
5831|A8-LE	2016
5833|B9-LE	2016
5835|B2-LE	2016
5836|B2-G	2016
5855|LITTER-B-E	2016
5878|Camp_74c	2016
5880|Camp_77c	2016
5881|Camp_78c	2016
5889|Camp_88c	2016
5902|Camp_108c	2016
5910|Camp_117c	2016
5921|Aberdeen	2002
5923|Bristol_H	2005
5929|IFR_MOT	2004
5932|Manchester	2003
5934|Oxford	2014
5937|Sheffield_WT_2000	2000
5938|Sheffield_WT_2010	2010
5939|UCL	2002
5940|UCL	2002
5970|LE-56	2016
5971|LE-57	2016
5978|LE-64	2016
5980|LE-66	2016
5986|LE-72	2016
6056|153	2016
6060|157	2016
6074|177	2016
6077|180	2016
6121|43c	2016
6220|BC201101	2015
6221|BC202101	2015
6222|BC203101	2015
6223|BC204101	2015
6224|BC205101	2015
6225|BC206101	2015
6226|BC207101	2015
6227|BC208101	2015
6228|BC209101	2015
6229|BC210101	2015
6230|BC211101	2015
6231|BC212101	2015
6232|BC213101	2015
6233|BC214101	2015
6234|BC215101	2015
6235|BC216101	2015
6236|BC217101	2015
6237|BC218101	2015
6238|BC238101	2015
6240|BC240101	2015
6241|BC241101	2015
6242|BC242101	2015
6243|BC243101	2015
6244|BC244101	2015
6246|BC246101	2015
6247|BC247101	2015
6249|BC249101	2015
6251|BC251101	2015
6252|BC252101	2015
6253|BC253101	2015
6254|BC254101	2015
6255|BC255101	2015
6256|BC256101	2015
6257|BC257101	2015
6258|BC258101	2015
6259|BC259101	2015
6260|BC261101	2015
6261|BC262101	2015
6262|BC263101	2015
6263|BC264101	2015
6264|BC265190	2015
6265|BC266190	2015
6266|BC267190	2015
6267|BC268190	2015
6268|BC302101	2015
6269|BC201190	2015
6270|BC202190	2015
6271|BC203190	2015
6272|BC204190	2015
6273|BC205190	2015
6274|BC206190	2015
6275|BC207190	2015
6276|BC208190	2015
6277|BC209190	2015
6278|BC210190	2015
6279|BC211190	2015
6280|BC212190	2015
6281|BC213190	2015
6282|BC214190	2015
6283|BC215190	2015
6285|BC217190	2015
6287|BC219190	2015
6288|BC220190	2015
6289|BC221190	2015
6290|BC222190	2015
6291|BC223190	2015
6292|BC224190	2015
6293|BC225190	2015
6294|BC284190	2015
6295|BC285190	2015
6296|BC286190	2015
6298|BC288190	2015
6299|BC289190	2015
6300|BC290190	2015
6301|BC291190	2015
6302|BC292190	2015
6303|BC293190	2015
6304|BC294190	2015
6305|BC295190	2015
6306|BC296190	2015
6307|BC219101	2015
6308|BC220101	2015
6309|BC221101	2015
6310|BC222101	2015
6311|BC223101	2015
6312|BC224101	2015
6313|BC225101	2015
6314|BC226101	2015
6315|BC228101	2015
6316|BC229101	2015
6317|BC230101	2015
6318|BC231101	2015
6319|BC232101	2015
6320|BC233101	2015
6321|BC234101	2015
6322|BC235101	2015
6323|BC236101	2015
6324|BC237101	2015
6325|BC301101	2015
6326|BC269190	2015
6327|BC270190	2015
6328|BC271190	2015
6329|BC272190	2015
6330|BC273190	2015
6331|BC274190	2015
6332|BC275190	2015
6333|BC276190	2015
6334|BC277190	2015
6335|BC278190	2015
6336|BC279190	2015
6337|BC280190	2015
6338|BC281190	2015
6339|BC282190	2015
6340|BC303190	2015
6356|NCTC11925	1985
6357|NCTC11351	1980
